QD_Ref,BorrowerSSNLast4,AppDate,FundingDt,Contract_Maturity,Amt_Funded,OutstandingPrincipal,NoteRate,APR_Effective,ContractTermMo,RemainingPayments,SchedPayment,ActualLastPmt,VehicleMake,VehicleModel,VehicleYear,VehicleVIN,Mileage_Orig,NewOrUsed,DealerName,DealerState,CreditScoreAtOrig,CreditScoreCurrent,CoBorrowerFlag,CoBorrowerScore,BorrowerDTI_Back,BorrowerAnnualInc,EmployerName,EmpYears,IncomeVerified,BorrState,BorrZip,BorrCity,LoanStat,DaysPastDue,DelinqBucket,NumLate30,NumLate60,NumLate90,CumulLossAmt,RecoveryAmt,ChargeoffDate,PaymentMethod,AutoPayEnrolled,ModificationFlag,HardshipPlan,LTV_Orig,BookValue_Orig,CurrentBookValue,Depreciation_Pct,WholesaleValue,RetailValue,OrigFee,ServicingFee_Bps,PoolID,InvestorCode,BatchID,MonthsOnBooks,VintageQtr,FirstPmtDefault,Ext_bureau_inqs_6mo,Ext_revolv_util,Ext_open_accts,Ext_total_accts,Ext_derog_marks,Ext_collections,Ext_bankruptcies,Channel,PricingTier,RiskBand,DecisionEngine_Score,FraudScore,IdentityConfidence
QD-0000048,3627,03/15/2024,2023-06-08,,$71480.29,$33740.72,17.74,19.52,36,11,2014.92,1918.0,Hyundai,Sonata,2018,MV30QABXW2EOWLCFS,13159,New,Hendrick Auto,AL,677,663,0,,28.4,205662,,,Not Verified,AL,11031,City 29,CURRENT,0,Current,0,0,0,0.0,0.0,,Online,1,0,0,134.2,53264,43516.69,18.3,34137.68,51511.11,433.22,100,QD-2025-A,,BATCH-961,25,,0,10,87.9,25,45,6,0,0,Dealer Direct,Near Prime,B,426.2,89.0,95.8
QD-0000049,2900,07/30/2023,2024-01-09,,47004.9,26299.58,24.49,26.98,36,0,1332.34,1436.48,Tesla,Cybertruck,2022,BMZRR45ED5GGSJ6VV,57203,Certified Pre-Owned,,AL,543,573,1,622,19.0,105182,Target,3,Employer Confirmed,AL,75432,City 3,CHARGED_OFF,130,Charged Off,5,4,2,18468.83,6013.72,08/27/2024,ACH,1,0,0,96.7,48609,45498.02,6.4,34216.55,51922.0,26.61,50,QD-2024-A,INV_AUTO_2,BATCH-287,36,2023Q3,0,13,89.3,11,26,2,4,0,Dealer Indirect,Subprime,D,797.8,92.7,75.8
QD-0000050,4066,07/13/2022,2024-08-09,,27679.81,13958.03,20.61,21.22,36,27,782.09,644.02,Jeep,Gladiator,2022,9JYPAOAXQOX00K3WY,114208,Used,Lithia,OR,788,,0,,34.7,171038,Walmart,16,Verified,OR,64135,City 33,90DPD,177,120+,4,,3,0.0,0.0,,ACH,1,0,0,,36662,25003.48,31.8,20621.92,26329.04,438.38,75,QD-2024-C,,BATCH-875,9,2022Q3,0,14,18.0,6,18,0,0,0,Dealer Indirect,Subprime,B,651.3,76.9,50.8
QD-0000051,2669,11/21/2022,2022-12-24,,65196.36,25282.21,17.64,19.72,84,71,787.56,639.96,Tesla,Model S,2021,DW56FKPS0DXME4PO1,13879,,Group 1,,602,613,0,,28.1,76901,,,Employer Confirmed,CO,98726,City 17,REPO,130,Repo,6,4,1,17615.16,25722.54,09/09/2024,Mobile App,1,,0,122.4,53265,40854.25,23.3,35474.54,41760.65,448.16,25,QD-2024-A,,BATCH-918,13,2022Q4,0,,48.6,11,22,0,4,0,Dealer Direct,Prime,B,558.4,61.8,
QD-0000052,,11/26/2023,2023-04-29,,31944.8,17685.46,4.22,6.45,60,19,534.29,503.77,Volkswagen,Taos,,QNSVSOJRPP7R93FEZ,8151,New,Lithia,MN,643,589,0,,38.9,54456,,,Employer Confirmed,MN,69394,City 37,CURRENT,0,Current,0,0,0,0.0,0.0,,Online,0,0,0,77.7,41113,27340.15,33.5,23668.03,27788.24,291.18,75,,INV_AUTO_1,BATCH-250,41,2023Q4,0,4,71.4,17,24,1,2,0,Broker,,D,440.3,29.9,83.3
QD-0000053,2981,07/23/2022,2022-12-11,,44139.48,0.0,15.91,16.13,72,70,621.18,0,Chevrolet,Equinox,2019,IVISS8JLTCBW6ATVD,117899,Certified Pre-Owned,Hendrick Auto,AL,816,809,0,,30.0,69319,Freelance,10,Self-Reported,AL,25026,City 17,PAID_OFF,0,Paid Off,0,0,0,0.0,0.0,,Online,1,0,0,92.4,47770,28327.61,40.7,21290.66,33662.14,149.01,25,QD-2024-C,,,2,2022Q3,0,5,5.9,11,16,0,5,0,Online App,Near Prime,B,761.0,15.4,97.6
QD-0000054,7997,02/06/2023,2024-03-22,,43738.04,19709.85,12.72,14.36,36,34,1227.82,1329.63,Kia,Sportage,2025,B7P9JYQN15IKPQAHC,256,New,Carvana,KY,0,493,1,735,54.8,79972,Walmart,,Self-Reported,KY,10935,City 46,REPO,284,Repo,4,3,2,6799.57,12396.2,06/04/2024,ACH,1,0,0,135.5,,22724.42,29.6,19000.71,26738.02,427.74,75,QD-2024-B,INV_AUTO_1,BATCH-809,2,2023Q1,0,5,6.5,5,7,2,2,1,Dealer Indirect,Super Prime,D,596.4,55.2,83.0
QD-0000055,6431,12/01/2023,2023-01-23,,31672.94,30399.19,9.33,11.37,48,14,664.98,606.98,Subaru,Crosstrek,2020,O3AAMTFPW6M9HKHJG,106778,Used,Sonic Auto,MI,797,801,0,,19.7,84229,US Army,11,Not Verified,MI,18965,City 13,60DPD,78,60-89,6,3,0,0.0,0.0,,Mobile App,1,0,0,112.2,28229,19760.3,30.0,14776.83,22663.43,109.7,25,QD-2024-B,INV_AUTO_2,BATCH-577,34,2023Q4,0,9,41.9,6,9,7,0,0,Refinance,Super Prime,E,498.7,57.8,98.2
QD-0000056,1194,04/12/2023,,,38580.28,32679.93,11.93,13.16,72,51,541.16,516.16,,Crosstrek,2023,1FOI0RS210Q2LG1ZH,53183,Used,Carvana,GA,541,514,0,,21.5,83286,Google,28,Verified,GA,46231,City 19,60DPD,68,,4,1,0,0.0,0.0,,Online,0,0,0,102.7,37566,23328.49,37.9,19983.78,25212.55,499.0,75,QD-2024-A,INV_AUTO_3,BATCH-388,21,2023Q2,0,8,30.3,27,35,3,5,1,Dealer Direct,,A+,627.6,33.4,83.8
QD-0000057,9264,01/03/2023,2024-06-03,,33265.34,0.0,4.91,,72,42,463.91,0,Subaru,Crosstrek,2025,LQJSQCZ0N04OAE7L0,13791,New,,MN,771,802,0,,30.4,242892,,,,MN,,City 12,PAID_OFF,0,Paid Off,0,0,0,0.0,0.0,,Online,1,0,0,72.7,45757,33356.85,27.1,29989.92,33867.43,349.02,50,QD-2025-A,,BATCH-880,30,2023Q1,0,7,88.6,6,14,8,2,0,Refinance,Near Prime,E,641.2,39.4,97.3
QD-0000058,8270,11/12/2024,2023-04-22,,70617.82,27568.73,19.94,21.81,36,24,1994.2,1792.0,Honda,HR-V,2023,KX1S9XKA4LIT6XIYZ,78390,Used,Group 1,MN,648,628,1,584,45.7,202256,Self-Employed,0,,MN,60118,City 38,CURRENT,0,Current,0,0,0,0.0,0.0,,ACH,1,0,0,134.7,52426,45505.77,13.2,32199.03,53909.86,,75,QD-2024-B,INV_AUTO_2,BATCH-484,12,2024Q4,0,7,73.8,25,32,1,0,0,Broker,Prime,A,312.7,75.9,56.2
QD-0000059,2790,05/22/2023,2022-11-27,,43483.64,14065.44,8.25,9.88,60,36,729.71,753.8,Hyundai,Kona,2018,MF07OL93ACZSX0GNZ,11648,Used,AutoNation,AL,845,803,0,,49.0,191170,,,,AL,43330,City 44,30DPD,50,30-59,1,0,0,0.0,0.0,,Mobile App,1,0,0,121.5,35789,28094.37,21.5,24590.44,32182.96,345.92,100,,INV_AUTO_3,BATCH-851,24,2023Q2,0,2,51.9,7,20,2,3,0,,Prime,E,727.0,38.4,85.3
QD-0000060,6623,03/10/2023,2022-12-16,,54531.37,45284.21,21.83,22.83,36,17,1542.32,1565.81,BMW,5 Series,2023,0NXU43IEDD070EN48,8476,Used,Carvana,WA,833,832,0,,56.1,165850,,,Verified,WA,41897,City 31,CHARGED_OFF,275,Charged Off,6,3,1,21587.74,6020.55,06/03/2024,ACH,1,0,0,139.1,39203,33714.58,14.0,27483.94,39944.01,332.74,100,QD-2024-A,INV_AUTO_3,BATCH-992,19,2023Q1,0,12,76.6,8,16,7,5,0,Dealer Direct,Deep Subprime,E,317.5,92.9,66.3
QD-0000061,9351,11/25/2023,2024-06-07,,17250.17,6906.48,24.74,25.38,36,8,489.05,477.34,Nissan,Rogue,2023,9RYDVN9ZKELZ5TOZO,119076,,CarMax,OH,620,567,0,,,66098,Google,15,Not Verified,OH,77559,City 4,CURRENT,0,Current,0,0,0,0.0,0.0,,Online,0,0,0,117.5,14681,13256.94,9.7,9603.46,14957.56,137.61,100,QD-2024-C,INV_AUTO_1,BATCH-222,28,2023Q4,0,5,65.3,13,15,7,5,0,Refinance,Near Prime,A+,371.3,39.7,65.1
QD-0000062,7597,08/04/2022,2022-09-10,,33278.91,11476.31,15.01%,16.25,36,30,935.98,784.61,Kia,Telluride,2022,ASFEN0B09ZIVZG92S,,New,CarMax,CA,646,614,0,,19.8,231216,,,Verified,,59628,San Francisco,60DPD,71,60-89,3,2,0,0.0,0.0,,,1,0,0,77.7,42830,27967.99,34.7,24992.2,30942.01,473.26,100,QD-2024-B,INV_AUTO_3,BATCH-925,6,2022Q3,0,9,55.2,,23,0,1,0,Broker,Subprime,D,792.8,49.0,76.4
QD-0000063,6426,05/28/2023,2023-04-09,,10576.19,4511.67,22.56,24.82,60,37,179.58,152.3,Toyota,Corolla,2022,HRXJPT2ZL15S74NDD,97507,Used,Sonic Auto,CA,755,762,0,,38.1,44215,US Army,3,Self-Reported,CA,,San Francisco,60DPD,60,60-89,1,2,0,0.0,0.0,,ACH,1,0,0,70.4,15023,13130.1,12.6,9296.78,14166.19,373.55,25,QD-2024-C,INV_AUTO_2,BATCH-213,23,2023Q2,0,8,10.9,15,29,2,,0,Refinance,Subprime,B,518.7,89.2,76.8
QD-0000064,4116,08/29/2024,2023-02-18,,18118.84,14584.93,5.78,7.66,84,76,216.74,199.24,Hyundai,Elantra,2024,Y58F1N2OJGFHZ52QZ,7968,New,Group 1,OR,627,591,0,,14.2,193535,,,Verified,OR,49515,City 5,,0,Current,0,0,0,0.0,0.0,,,1,0,0,132.1,13716,7722.11,43.7,5852.83,9198.27,241.41,25,QD-2024-B,INV_AUTO_3,BATCH-813,8,2024Q3,0,11,89.5,15,35,1,3,0,Online App,Prime,A,415.0,55.0,62.6
QD-0000065,5699,02/19/2023,2022-10-13,,23712.97,19424.32,21.16,21.8,36,33,,713.01,Kia,Forte,2019,N53EGDD8MWE776VGT,85899,Used,Sonic Auto,LA,590,548,0,,52.8,92164,,,Verified,LA,21136,City 35,30DPD,34,30-59,2,0,0,0.0,0.0,,Online,1,0,0,71.5,33165,31175.1,6.0,,32094.0,,100,QD-2024-B,INV_AUTO_1,BATCH-329,3,2023Q1,0,8,62.7,4,4,0,0,0,Broker,Deep Subprime,A,484.4,47.9,62.2
QD-0000066,9544,04/22/2024,2023-11-22,,70176.31,28062.31,6.39,7.4,84,74,839.88,911.54,Toyota,Highlander,2019,0OCO39VCYRXONBNPJ,12050,Used,Sonic Auto,VA,574,515,1,626,16.2,42202,AT&T,15,Not Verified,VA,71628,City 48,CURRENT,,Current,0,0,,0.0,0.0,,Check,0,0,0,111.6,62882,54015.64,14.1,47873.52,56952.23,277.08,75,,INV_AUTO_3,BATCH-826,10,2024Q2,0,5,50.3,1,13,6,5,0,Dealer Direct,Subprime,A+,,88.1,51.6
QD-0000067,2725,,2022-03-23,,13899.34,7509.68,15.64,16.44,60,55,234.67,198.87,Ram,1500,2020,OCNQDQX6QD0771HLL,20258,Used,Penske,CO,752,750,0,,21.5,224359,Uber,8,Self-Reported,CO,26248,City 42,CURRENT,0,Current,0,0,0,0.0,0.0,,Online,1,,0,74.8,18582,11780.99,36.6,9895.43,13102.35,252.97,75,QD-2024-A,INV_AUTO_1,BATCH-858,5,2024Q3,0,11,51.2,20,30,,0,0,Dealer Indirect,Deep Subprime,C,814.2,91.7,56.4
QD-0000068,2625,07/22/2024,2024-04-27,,29728.15,-20579.28,24.37,26.86,72,71,421.28,438.88,Kia,Soul,,DXWOR17DPUBKPIQNH,,,Larry H. Miller,KY,827,769,0,,31.6,117366,Bank of America,16,Verified,KY,95054,City 45,CURRENT,0,Current,0,0,0,0.0,0.0,,Online,0,0,0,136.7,21747,18202.24,16.3,15000.02,21570.15,,,QD-2024-C,,BATCH-749,1,2024Q3,0,,45.9,12,17,8,4,0,Dealer Indirect,Subprime,D,555.5,97.4,66.8
QD-0000069,1484,05/31/2022,2024-09-23,,51382.06,20370.32,5.61,7.0,36,19,1433.95,1369.99,Nissan,Altima,2019,1HN6BEDYEJHDZXQ3P,79444,New,Carvana,NC,593,542,1,735,59.4,46320,Home Depot,12,Verified,NC,64230,City 32,CURRENT,0,Current,0,0,0,0.0,,,ACH,1,0,0,134.9,38089,28223.95,25.9,21193.37,28910.32,496.87,100,,INV_AUTO_1,BATCH-262,17,2022Q2,0,5,18.0,1,6,0,0,0,Online App,Deep Subprime,C,833.8,,
QD-0000070,7043,10/04/2023,2024-10-08,,13833.97,0.0,23.18,25.24,60,18,235.02,0,Volkswagen,Taos,2020,TAYB5BBKJY2NZ7VEL,25055,Used,Lithia,CA,756,708,1,704,12.9,145179,Target,10,Employer Confirmed,CA,82935,Los Angeles,PAID_OFF,0,Paid Off,0,0,0,0.0,0.0,,Online,1,0,0,132.7,10425,7036.88,32.5,5538.99,,412.73,50,QD-2024-A,INV_AUTO_3,BATCH-982,42,2023Q4,0,3,84.3,20,23,0,1,0,Dealer Direct,Deep Subprime,B,717.9,45.5,92.4
QD-0000071,1208,03/27/2023,2023-07-04,,17486.59,12085.97,22.67,24.37,36,20,494.92,459.47,BMW,5 Series,2021,A95G1AMRA5RBAYKIS,18590,New,Sonic Auto,TN,575,550,0,,15.5,48484,,,Self-Reported,TN,23278,City 26,CURRENT,0,Current,0,0,0,0.0,0.0,,Online,0,0,0,78.1,22390,20643.58,7.8,15224.0,24358.88,426.28,50,QD-2024-B,INV_AUTO_3,,16,2023Q1,0,0,9.4,17,36,7,5,0,Online App,Near Prime,A,508.6,28.8,
QD-0000072,8158,,2024-05-15,,70746.34,67103.33,15.29,15.62,60,14,1194.13,1143.94,  Hyundai  , Tucson,2022,YSYMMQ8Q6A1DF62UN,49278,Certified Pre-Owned,Larry H. Miller,TX,590,555,1,591,26.3,214165,Bank of America,7,Verified,,42601,Austin,CURRENT,,Current,0,0,0,0.0,0.0,,,0,0,0,137.1,51602,37308.25,27.7,30804.07,41381.05,277.14,75,QD-2024-C,INV_AUTO_1,BATCH-404,46,2024Q1,0,10,80.4,5,11,4,1,0,Dealer Direct,Subprime,B,658.2,17.3,
QD-0000073,9608,12/11/2024,2024-03-10,,58069.93,34972.38,17.42,18.14,84,61,701.34,707.88,Jeep,Grand Cherokee,2022,VUV3CB0IXRYLI172D,66450,New,Group 1,MN,525,557,1,691,63.0,144659,,,Not Verified,MN,55722,City 23,CURRENT,0,Current,0,0,0,0.0,0.0,,Online,1,0,0,115.5,50277,35596.12,29.2,26201.41,40640.09,461.74,25,QD-2025-A,,BATCH-583,23,2024Q4,0,14,71.5,26,30,4,5,0,Dealer Direct,Near Prime,E,390.8,65.6,78.2
QD-0000074,7215,05/25/2022,2024-05-02,,31449.81,0.0,10.29,12.03,36,27,881.1,0,Honda,HR-V,2018,0TB1ZPPEP69NGPCIV,112760,Used,Lithia,CO,654,687,0,,22.8,236109,Walmart,7,Self-Reported,CO,55330,City 5,PAID_OFF,0,Paid Off,0,0,0,0.0,0.0,,Mobile App,1,0,0,88.3,35617,22830.5,35.9,19686.12,25269.65,151.71,50,QD-2024-A,INV_AUTO_1,,9,2022Q2,0,3,3.6,17,24,5,3,0,Broker,Prime,D,587.3,12.9,86.2
QD-0000075,8867,02/01/2022,2023-07-29,,36655.55,32575.96,16.63,18.26,60,13,619.39,598.94,Hyundai,Tucson,2021,OUC6T8PJ2JRIG5XIX,47018,New,Hendrick Auto,WI,692,691,1,815,27.2,162184,$0,5,Self-Reported,WI,27284,City 30,REPO,278,Repo,,1,1,18784.83,14739.36,12/13/2024,Online,1,0,0,,30344,23213.16,23.5,18291.55,25378.67,284.22,75,QD-2024-C,INV_AUTO_2,BATCH-554,47,2022Q1,0,8,36.2,22,30,0,0,0,Dealer Direct,Near Prime,D,477.5,57.1,51.9
QD-0000076,9672,05/12/2024,2024-10-31,,47145.42,36412.69,23.1,25.4,60,31,800.88,857.97,Mazda,Mazda3,2019,MOUZE66VW9B0MQOQ4,113623,Used,CarMax,MA,729,686,0,,47.7,196562,Bank of America,10,Employer Confirmed,MA,63543,City 8,CHARGED_OFF,321,Charged Off,9,3,2,34789.78,2982.54,07/27/2024,,1,0,0,105.4,44730,30148.02,32.6,27072.52,30946.21,,50,QD-2024-A,,BATCH-124,29,2024Q2,0,14,1.6,4,17,4,4,0,Broker,Deep Subprime,E,828.9,19.8,59.0
QD-0000077,7851,01/17/2022,2023-05-19,,19275.9,14048.74,9.0,10.75,48,15,404.59,398.12,Nissan,Altima,2019,WIMT8545YRWVTKH86,5087,Used,CarMax,VA,560,566,0,,61.4,230194,Home Depot,26,,VA,93164,City 43,REPO,262,Repo,8,1,3,10482.27,3864.45,,,1,0,0,105.5,18271,13776.33,24.6,11327.5,15732.54,475.42,50,QD-2024-A,,BATCH-168,33,2022Q1,0,5,73.4,10,,,5,0,Broker,Deep Subprime,A,704.0,26.5,57.6
QD-0000078,2774,02/17/2022,2023-09-11,,21127.98,11291.58,22.26,,72,39,298.89,290.93,Chevrolet,Silverado,2024,A1QRDLFWDUH7VDO4S,93661,New,Hendrick Auto,NC,583,573,0,,17.1,176191,,,Employer Confirmed,,77155,City 21,CHARGED_OFF,304,Charged Off,9,2,1,9548.06,1810.26,03/18/2024,Mobile App,0,0,0,127.3,16597,10937.42,34.1,9737.49,12605.81,142.21,50,QD-2025-A,INV_AUTO_1,BATCH-608,33,2022Q1,0,9,43.0,,21,8,2,0,Refinance,Near Prime,A+,458.6,65.6,73.6
QD-0000079,3400,11/09/2022,2022-07-30,,34939.1,17233.63,7.16,7.6,84,,418.42,394.42,Jeep,Gladiator,2021,AC8E3PQK1IO1ZM4LC,105297,Used,Local Motors,PA,699,,1,680,,102150,,,,PA,20154,,CURRENT,0,Current,0,0,0,0.0,0.0,,Mobile App,1,0,0,71.0,49210,31346.77,36.3,,,334.25,100,QD-2024-B,INV_AUTO_2,BATCH-102,28,2022Q4,0,12,33.0,25,43,4,5,1,,Near Prime,B,638.2,12.7,76.1
QD-0000080,6042,07/15/2023,2023-12-20,,26383.03,20992.73,150.5,16.09,72,66,370.7,367.99,BMW,X5,2018,6G1EBZGFLIG5GKZJR,32339,New,Carvana,TN,726,701,0,,21.1,33667,Freelance,13,Not Verified,TN,50784,City 41,CURRENT,0,Current,0,0,0,0.0,0.0,,ACH,1,0,0,127.8,20644,14347.58,30.5,11364.29,16864.71,295.57,25,QD-2024-B,INV_AUTO_1,BATCH-322,6,2023Q3,0,2,11.6,3,8,1,1,0,Dealer Indirect,Deep Subprime,D,801.7,8.6,96.5
QD-0000081,5639,05/17/2023,2022-11-12,,57015.49,34961.88,11.65,13.72,36,26,1599.14,1629.7,Ford,Explorer,2022,POCR0VHV1NM3V16XE,117705,Used,,SC,547,525,0,,22.6,67106,Amazon,5,Not Verified,SC,21818,City 14,CURRENT,0,Current,0,0,0,0.0,0.0,,Mobile App,0,0,0,94.2,60526,39039.27,35.5,28370.04,45076.77,381.53,25,QD-2025-A,INV_AUTO_2,BATCH-425,10,2023Q2,0,12,69.9,30,45,6,3,,Dealer Indirect,Prime,C,395.6,,77.5
QD-0000082,4042,11/15/2024,,,48033.9,29370.86,10.53,11.29,48,8,1009.49,1010.94,,Equinox,2020,V6YJOAOEJV9LHALCK,97893,Used,Penske,FL,568,517,0,,,32653,Google,1,Not Verified,FL,,Miami,30DPD,37,30-59,5,0,0,0.0,0.0,,Online,1,0,0,132.5,36252,27587.77,23.9,23508.75,29998.64,497.46,50,QD-2024-A,INV_AUTO_3,BATCH-687,40,2024Q4,0,2,83.7,14,17,3,4,0,Dealer Indirect,Deep Subprime,C,313.4,95.0,62.8
QD-0000083,4963,07/06/2022,2024-01-29,,23332.81,9198.47,16.57,18.58,72,32,328.54,358.71,Ford,F-150,2024,SEVL7FQ8ABY595CPJ,58150,New,AutoNation,WA,734,676,0,,42.2,129157,,,Not Verified,WA,99700,City 11,60DPD,76,,1,3,,0.0,0.0,,Check,0,0,0,114.5,20378,14651.78,28.1,11601.84,16655.18,161.36,75,QD-2024-A,INV_AUTO_1,BATCH-311,40,,0,14,36.9,28,35,2,3,0,Broker,Deep Subprime,D,606.8,19.3,95.7
QD-0000084,5546,04/13/2023,2023-02-19,,26084.51,10487.54,7.46,7.78,72,33,364.54,312.41,Ram,3500,2018,3C6SCIVUQT2LWHEDH,34834,New,Penske,CO,767,722,0,,53.2,228903%,,15,Self-Reported,CO,78697,City 37,CURRENT,0,Current,0,0,0,0.0,0.0,,Mobile App,1,0,0,85.7,30437,20179.73,33.7,14841.91,24132.44,128.04,50,QD-2024-B,INV_AUTO_2,BATCH-806,39,2023Q2,0,2,97.0,2,16,8,1,0,Dealer Direct,Deep Subprime,E,359.3,33.0,53.4
QD-0000085,2819,10/27/2024,2024-06-20,,35912.45,21931.19,5.99,7.22,36,18,,1066.97,Volkswagen,ID.4,2024,C9035VUUPLTXU3YF1,37255,New,Hendrick Auto,,726,,0,,13.3,134066,,,,CA,38177,San Francisco,REPO,94,Repo,8,2,2,13839.18,8628.3,07/10/2024,ACH,1,0,0,115.2,31174,21634.76,30.6,16338.77,23233.35,493.46,100,QD-2024-A,,BATCH-157,,2024Q4,,15,95.2,2,14,7,1,0,Dealer Direct,Prime,A,396.3,72.3,97.1
QD-0000086,9462,05/18/2024,2023-07-10,,10427.41,3407.97,23.76,24.15,60,51,177.23,182.01,Ford,Explorer,2020,ERV0LG92MJEQA2O4M,119705,New,Local Motors,KY,625,606,0,,40.6,40157,Starbucks,21,Not Verified,KY,31402,City 13,CURRENT,0,Current,0,0,0,0.0,0.0,,,,0,0,107.3,9718,6064.03,37.6,4357.43,,219.27,50,QD-2024-B,,BATCH-704,9,2024Q2,0,12,2.5,28,34,6,0,0,Online App,Subprime,A+,382.4,89.9,72.0
QD-0000087,4076,30-Nov-2024,2024-11-24,,26448.74,20834.79,19.32,20.93,84,65,319.94,334.37,Ram,3500,2020,UQHWTEK17M6J3RTXY,45075,Used,Lithia,OH,632,,0,,59.0,49584,Target,5,Employer Confirmed,OH,97602,City 22,CURRENT,0,Current,0,0,0,0.0,0.0,,ACH,1,0,0,116.1,22781,18703.2,17.9,15232.21,20513.09,7.16,25,QD-2024-B,,BATCH-506,19,2024Q4,0,1,74.8,26,38,0,1,0,Dealer Indirect,Near Prime,B,553.2,66.1,79.0
QD-0000088,6940,07/30/2022,2024-08-22,,19437.93,14717.93,15.84,16.52,60,46,328.24,346.29,Chevrolet,Equinox,2020,RZPCD1406XLYJMAZR,78518,Used,Local Motors,VA,635,610,0,,35.5,198223,,,Verified,VA,78713,City 34,,0,,0,0,0,0.0,0.0,,Online,1,0,0,120.8,16091,11923.43,25.9,8557.62,13668.45,212.96,50,QD-2025-A,INV_AUTO_3,BATCH-330,14,2022Q3,0,10,87.5,2,14,4,0,0,Refinance,Subprime,A+,624.8,61.0,57.7
QD-0000089,1431,06/05/2022,2023-02-11,,38912.86,20214.32,24.09,25.38,60,52,661.57,694.63,Ford,Mustang,2023,9IIXHAIAW4OTUO4UW,35885,Used,Carvana,OH,768,772,0,,22.1,103402,,,,OH,91064,City 12,CURRENT,0,Current,0,0,0,0.0,0.0,,ACH,1,0,0,122.8,31688,19646.56,38.0,14718.82,20255.65,306.71,25,QD-2024-C,INV_AUTO_2,BATCH-553,8,2022Q2,0,11,39.7,30,42,,5,0,Dealer Direct,Super Prime,E,542.8,26.3,85.8
QD-0000090,1206,03/15/2027,2023-06-01,,43710.35,41235.47,4.87,4.98,48,11,914.33,837.0,Mazda,Mazda3,2018,A6U48GWGHM56VU6Z5,69352,Used,Sonic Auto,GA,611,640,1,620,54.7,121953,Self-Employed,5,Verified,GA,33253,City 20,60DPD,82,60-89,6,2,0,0.0,0.0,,Online,1,0,0,78.4,55753,44658.15,19.9,32765.8,53264.67,439.65,25,,INV_AUTO_1,BATCH-799,37,2024Q2,0,2,34.0,25,28,8,2,0,Dealer Direct,Near Prime,B,540.9,22.7,
QD-0000091,4356,02/28/2023,2022-02-01,,59558.4,38471.57,21.66,24.02,36,33,1684.26,1677.52,Nissan,Pathfinder,2024,6OA3N4G2JAYB1EYCE,40598,,AutoNation,OH,,793,0,,60.3,47860,Starbucks,22,Employer Confirmed,OH,74916,City 5,CURRENT,0,Current,0,,0,0.0,0.0,,Online,1,0,0,105.6,56400,38239.2,32.2,32198.73,45138.22,,50,,INV_AUTO_3,BATCH-532,3,2023Q1,0,10,98.4,13,,5,3,0,,Near Prime,E,,,95.2
QD-0000092,3048,11/10/2022,2024-07-19,,64517.87,0.0,13.42,15.54,36,11,1812.21,0,Kia,Soul,2019,M7PP0PNNLO0HHGH5X,52721,New,Group 1,NY,634,623,1,671,27.0,183493,Uber,19,Employer Confirmed,NY,72800,Albany,PAID_OFF,0,Paid Off,0,0,0,0.0,0.0,,ACH,,0,0,127.7,50523,39711.08,21.4,34785.36,46475.34,215.87,75,QD-2024-B,INV_AUTO_1,BATCH-570,25,2022Q4,0,12,99.9,29,34,5,5,0,Dealer Indirect,Near Prime,A,472.1,73.1,98.2
QD-0000093,1384,06/24/2022,2024-01-28,,37660.48,11809.15,6.67,7.95,48,3,788.95,845.55,Honda,Accord,2024,BILQPB01QCTE9W0AN,68214,New,Carvana,,540,536,0,,64.4,116996,,,Verified,MA,54535,City 32,CURRENT,0,Current,0,0,0,0.0,0.0,,Online,1,0,0,96.6,38986,31344.74,19.6,23525.58,34563.36,491.79,100,QD-2024-A,,BATCH-273,45,2022Q2,0,6,96.2,11,20,1,2,1,Online App,Near Prime,D,480.1,39.4,57.5
QD-0000094,8871,11/27/2022,2022-05-13,,63779.69,37014.65,9.45,10.44,48,,1339.21,1192.0,Volkswagen,Jetta,2020,RT0IGYO5L28O5QF0N,97280,Used,AutoNation,OH,684,656,0,,27.1,133810,Starbucks,16,Verified,OH,46890,City 42,CURRENT,0,Current,0,0,0,0.0,0.0,,ACH,1,0,0,128.5,49634,41940.73,15.5,,45722.0,159.2,75,,INV_AUTO_1,BATCH-682,41,2022Q4,0,13,8.0,25,39,0,5,0,Dealer Direct,Deep Subprime,B,841.6,6.0,87.8
QD-0000095,9259,10/21/2022,2024-01-16,,$45959.86,$30328.0,10.01,10.79,36,6,1287.31,1335.21,BMW,5 Series,2024,P3AJFAX1CQ6FWTV1D,,New,AutoNation,CA,781,755,0,,43.9,212795,,,Self-Reported,CA,46203,San Francisco,CURRENT,0,Current,0,0,0,0.0,0.0,,,1,0,0,80.4,57164,37556.75,34.3,31814.28,39021.04,302.39,50,QD-2024-B,INV_AUTO_1,BATCH-402,30,2022Q4,0,15,56.2,26,,5,3,0,Refinance,Near Prime,A,679.8,32.7,91.2
QD-0000096,5134,11/01/2023,2023-06-18,,17708.81,12871.16,3.06,3.68,60,20,295.9,238.83,Toyota,,2020,A34H8NL9VFRUK94IW,116681,Used,Larry H. Miller,AL,817,804,1,631,26.9,,Home Depot,24,,AL,35660,City 17,CURRENT,0,Current,0,0,0,0.0,0.0,,,0,0,0,80.7,21944,16765.22,23.6,13907.86,17535.78,100.07,75,QD-2024-B,,BATCH-469,40,2023Q4,0,,20.5,4,5,6,0,0,Dealer Direct,Subprime,C,317.3,60.3,82.6
